game_id,team_id,HoA,result,settled_in,head_coach,goals,shots,tackles,pim,powerPlayOpportunities,powerPlayGoals,faceOffWinPercentage,giveaways,takeaways
2014020310,53,away,LOSS,REG,Dave Tippett,1,6,33,4,3,0,59.3,12,6
2014020310,24,home,WIN,REG,Bruce Boudreau,2,7,32,6,2,0,40.7,10,3
2014021090,30,away,TIE,SO,Mike Yeo,1,8,23,2,1,0,36.8,21,20
2014021090,2,home,TIE,SO,Jack Capuano,1,9,28,2,1,0,63.2,21,15
2014020183,10,away,LOSS,REG,Randy Carlyle,2,7,36,10,5,2,54.1,4,4
2014020183,53,home,WIN,REG,Dave Tippett,3,8,24,12,4,0,45.9,3,13
2014020603,16,away,TIE,REG,Joel Quenneville,2,5,5,10,3,1,54.8,4,3
2014020603,30,home,TIE,REG,Mike Yeo,2,11,15,7,5,1,45.2,4,7
2014020289,12,away,LOSS,REG,Bill Peters,2,6,33,21,4,1,43.1,8,2
2014020289,26,home,WIN,REG,Darryl Sutter,3,9,24,13,3,1,56.9,12,6
2014021176,25,away,LOSS,OT,Lindy Ruff,2,6,14,4,1,1,53,10,9
2014021176,18,home,WIN,OT,Peter Laviolette,3,9,22,2,2,0,47,8,10
2014020896,20,away,LOSS,REG,Bob Hartley,0,5,22,9,0,0,50.8,8,3
2014020896,3,home,WIN,REG,Alain Vigneault,1,7,21,5,2,0,49.2,13,7
2014020783,12,away,WIN,REG,Bill Peters,3,7,27,2,4,1,55.9,14,9
2014020783,28,home,LOSS,REG,Todd McLellan,2,6,13,8,1,0,44.1,18,10
2014020800,3,away,WIN,REG,Alain Vigneault,3,9,28,4,2,0,40.3,10,10
2014020800,10,home,LOSS,REG,Peter Horachek,2,8,35,4,2,1,59.7,14,10
2014021174,1,away,LOSS,REG,Adam Oates,1,9,26,4,4,0,42.9,7,2
2014021174,3,home,WIN,REG,Alain Vigneault,4,8,20,10,1,0,57.1,6,15
2014020993,29,away,TIE,SO,Todd Richards,3,8,51,8,5,3,45.7,10,5
2014020993,12,home,TIE,SO,Bill Peters,3,8,33,10,4,2,54.3,13,8
2014020477,6,away,LOSS,REG,Claude Julien,1,7,33,8,3,0,63.9,6,7
2014020477,52,home,WIN,REG,Paul Maurice,2,6,31,6,4,0,36.1,17,11
2014020617,17,away,LOSS,REG,Mike Babcock,1,6,26,4,2,0,57.1,6,2
2014020617,15,home,WIN,REG,Barry Trotz,3,4,24,4,2,1,42.9,19,8
2014021230,22,away,LOSS,OT,Todd Nelson,3,7,9,6,1,0,65,11,5
2014021230,23,home,WIN,OT,Willie Desjardins,4,5,10,2,3,0,35,8,10
2014020721,24,away,LOSS,REG,Bruce Boudreau,3,7,39,15,2,0,44,12,9
2014020721,28,home,WIN,REG,Todd McLellan,4,8,19,9,5,1,56,16,11
2014020729,53,away,LOSS,REG,Dave Tippett,2,9,20,17,3,0,43.4,8,5
2014020729,9,home,WIN,REG,Dave Cameron,5,7,27,13,5,0,56.6,10,8
2014020096,16,away,LOSS,REG,Joel Quenneville,2,8,8,4,1,0,55.4,10,11
2014020096,18,home,WIN,REG,Peter Laviolette,3,6,16,2,2,0,44.6,6,8
2014020745,9,away,LOSS,REG,Dave Cameron,1,5,28,6,1,0,46.8,7,7
2014020745,1,home,WIN,REG,Adam Oates,2,4,23,2,3,0,53.2,8,4
2014020830,25,away,LOSS,REG,Lindy Ruff,1,6,16,21,3,0,43.4,2,5
2014020830,21,home,WIN,REG,Patrick Roy,2,7,35,32,1,0,56.6,3,11
2014021083,26,away,WIN,REG,Darryl Sutter,3,8,19,4,3,1,51.9,5,8
2014021083,1,home,LOSS,REG,Adam Oates,1,5,16,8,1,0,48.1,8,4
2014020387,24,away,WIN,REG,Bruce Boudreau,3,5,24,13,4,0,40.6,4,4
2014020387,30,home,LOSS,REG,Mike Yeo,2,6,14,13,4,2,59.4,3,7
2014020571,10,away,LOSS,REG,Randy Carlyle,1,5,26,14,4,0,39.3,11,3
2014020571,52,home,WIN,REG,Paul Maurice,3,10,25,12,5,1,60.7,15,7
2014021165,21,away,TIE,REG,Patrick Roy,2,5,28,8,4,1,51.8,12,3
2014021165,24,home,TIE,REG,Bruce Boudreau,2,9,21,10,3,0,48.2,12,3
2014021217,3,away,TIE,REG,Alain Vigneault,2,8,14,9,4,1,40.4,8,6
2014021217,15,home,TIE,REG,Barry Trotz,2,6,36,25,1,1,59.6,11,6
2014020941,8,away,LOSS,REG,Michel Therrien,0,5,21,6,0,0,36.9,10,8
2014020941,28,home,WIN,REG,Todd McLellan,2,9,32,10,3,2,63.1,13,12
2014020761,15,away,WIN,REG,Barry Trotz,2,7,23,12,1,0,55.6,3,11
2014020761,9,home,LOSS,REG,Dave Cameron,1,6,26,6,4,0,44.4,11,6
2014020078,14,away,LOSS,REG,Jon Cooper,2,6,9,6,2,0,60.4,7,8
2014020078,22,home,WIN,REG,Dallas Eakins,3,5,15,6,2,0,39.6,14,9
2014021032,19,away,WIN,REG,Ken Hitchcock,3,5,22,14,2,1,43.5,9,7
2014021032,25,home,LOSS,REG,Lindy Ruff,0,7,24,6,6,0,56.5,9,9
2014020767,28,away,WIN,REG,Todd McLellan,3,9,11,6,4,1,52.2,5,4
2014020767,23,home,LOSS,REG,Willie Desjardins,1,8,16,8,3,0,47.8,11,4
2014021089,52,away,WIN,REG,Paul Maurice,2,6,24,10,4,2,61.4,8,7
2014021089,22,home,LOSS,REG,Todd Nelson,1,8,20,10,4,0,38.6,19,9
2014020668,15,away,LOSS,REG,Barry Trotz,2,8,25,10,3,0,67.1,13,9
2014020668,25,home,WIN,REG,Lindy Ruff,3,6,22,6,5,1,32.9,13,11
2014020749,7,away,WIN,REG,Ted Nolan,3,4,23,4,1,0,45.3,15,2
2014020749,8,home,LOSS,REG,Michel Therrien,2,8,36,2,2,0,54.7,12,6
2014020237,18,away,WIN,REG,Peter Laviolette,3,6,16,13,4,1,41.9,4,4
2014020237,19,home,LOSS,REG,Ken Hitchcock,2,6,19,27,2,1,58.1,3,7
2014020977,8,away,WIN,REG,Michel Therrien,2,8,34,6,1,0,54.8,1,5
2014020977,53,home,LOSS,REG,Dave Tippett,0,7,35,4,2,0,45.2,6,9
2014020608,2,away,WIN,OT,Jack Capuano,3,7,38,9,4,0,59.7,4,4
2014020608,1,home,LOSS,OT,Adam Oates,2,5,30,13,1,0,40.3,8,5
2014020338,17,away,TIE,SO,Mike Babcock,2,8,17,12,4,2,63.5,3,4
2014020338,1,home,TIE,SO,Peter DeBoer,2,6,11,12,4,2,36.5,3,3
2014020502,20,away,LOSS,OT,Bob Hartley,2,7,34,4,2,1,40.6,14,5
2014020502,26,home,WIN,OT,Darryl Sutter,3,8,30,4,2,2,59.4,18,4
2014020697,3,away,LOSS,REG,Alain Vigneault,1,10,35,18,3,1,38.7,16,13
2014020697,2,home,WIN,REG,Jack Capuano,2,9,46,18,3,1,61.3,26,11
2014020301,7,away,WIN,REG,Ted Nolan,2,6,32,7,1,0,40,16,5
2014020301,15,home,LOSS,REG,Barry Trotz,1,11,32,7,1,1,60,14,5
2014021192,5,away,WIN,OT,Mike Johnston,3,7,16,6,4,0,48.4,18,5
2014021192,9,home,LOSS,OT,Dave Cameron,2,11,39,8,3,0,51.6,17,8
2014020374,22,away,LOSS,OT,Dallas Eakins,2,6,25,5,1,0,58.1,8,7
2014020374,52,home,WIN,OT,Paul Maurice,3,6,36,7,0,0,41.9,12,4
2014020474,14,away,TIE,SO,Jon Cooper,2,7,17,8,5,0,43.8,10,5
2014020474,1,home,TIE,SO,Peter DeBoer,2,4,13,12,3,1,56.2,7,5
2014020647,8,away,LOSS,REG,Michel Therrien,1,6,16,18,4,0,41.2,12,11
2014020647,9,home,WIN,REG,Dave Cameron,2,8,21,8,4,0,58.8,16,8
2014020555,22,away,WIN,OT,Todd Nelson,3,5,13,20,3,1,45.6,13,8
2014020555,20,home,LOSS,OT,Bob Hartley,2,7,30,8,5,1,54.4,23,9
2014021207,6,away,TIE,REG,Claude Julien,2,9,29,17,3,1,50,4,6
2014021207,13,home,TIE,REG,Gerard Gallant,2,7,24,17,3,1,50,8,4
2014020722,5,away,WIN,OT,Mike Johnston,2,10,37,6,3,1,50.8,5,8
2014020722,1,home,LOSS,OT,Adam Oates,1,3,21,8,2,0,49.2,8,7
2014021064,17,away,LOSS,REG,Mike Babcock,1,7,23,8,3,1,43.5,3,7
2014021064,14,home,WIN,REG,Jon Cooper,3,8,14,8,3,0,56.5,9,6
2014020343,30,away,WIN,OT,Mike Yeo,3,8,16,8,1,0,40,10,10
2014020343,25,home,LOSS,OT,Lindy Ruff,2,11,17,4,3,0,60,16,11
2014020862,29,away,WIN,REG,Todd Richards,2,7,31,11,4,0,51.8,1,1
2014020862,5,home,LOSS,REG,Mike Johnston,1,7,38,15,2,0,48.2,7,1
2014020638,9,away,LOSS,REG,Dave Cameron,2,10,19,6,3,2,39.1,11,7
2014020638,25,home,WIN,REG,Lindy Ruff,3,7,24,6,3,1,60.9,17,10
2014020047,6,away,TIE,SO,Claude Julien,2,9,27,10,3,0,52.5,6,4
2014020047,17,home,TIE,SO,Mike Babcock,2,5,19,6,5,1,47.5,6,6
2014020459,6,away,TIE,SO,Claude Julien,2,8,21,8,3,0,48.6,4,4
2014020459,18,home,TIE,SO,Peter Laviolette,2,10,15,6,4,1,51.4,12,4
2014020115,13,away,LOSS,OT,Gerard Gallant,1,6,26,16,2,0,46,5,6
2014020115,53,home,WIN,OT,Dave Tippett,2,10,31,4,8,2,54,5,5
2014020507,4,away,WIN,REG,Craig Berube,3,7,23,12,1,0,49.3,2,4
2014020507,30,home,LOSS,REG,Mike Yeo,2,6,19,4,5,1,50.7,9,7
2014020415,2,away,LOSS,REG,Jack Capuano,2,4,14,15,5,1,31.2,4,6
2014020415,30,home,WIN,REG,Mike Yeo,3,7,17,15,5,1,68.8,6,12
2014021218,20,away,LOSS,REG,Bob Hartley,1,6,22,8,2,0,41.7,4,3
2014021218,52,home,WIN,REG,Paul Maurice,3,5,22,4,4,0,58.3,11,1
2014020390,9,away,LOSS,REG,Paul MacLean,2,7,32,29,5,1,56.6,1,4
2014020390,5,home,WIN,REG,Mike Johnston,3,8,26,28,4,1,43.4,6,4
2014020533,7,away,LOSS,REG,Ted Nolan,2,5,36,13,4,0,46.7,6,5
2014020533,9,home,WIN,REG,Dave Cameron,3,9,26,15,2,0,53.3,10,4
2014020836,15,away,TIE,REG,Barry Trotz,3,7,35,8,5,1,55.4,10,7
2014020836,24,home,TIE,REG,Bruce Boudreau,3,8,20,10,4,0,44.6,9,1
2014020252,4,away,LOSS,REG,Craig Berube,3,7,29,11,5,1,43.1,10,3
2014020252,8,home,WIN,REG,Michel Therrien,4,7,15,15,3,3,56.9,11,7
2014021182,9,away,TIE,SO,Dave Cameron,2,11,25,6,5,2,47,11,16
2014021182,10,home,TIE,SO,Peter Horachek,2,9,30,12,2,0,53,7,22
2014020585,9,away,TIE,SO,Dave Cameron,1,10,29,13,4,0,50.7,6,6
2014020585,4,home,TIE,SO,Craig Berube,1,8,24,13,4,1,49.3,8,6
2014020855,30,away,WIN,OT,Mike Yeo,3,7,7,6,1,0,45,8,9
2014020855,20,home,LOSS,OT,Bob Hartley,2,9,17,2,3,0,55,16,15
2014020769,24,away,TIE,SO,Bruce Boudreau,2,6,28,2,2,1,46.9,10,6
2014020769,15,home,TIE,SO,Barry Trotz,2,8,33,4,1,0,53.1,12,8
2014020249,30,away,WIN,REG,Mike Yeo,2,5,20,4,1,0,48.2,8,4
2014020249,25,home,LOSS,REG,Lindy Ruff,1,7,21,2,2,0,51.8,15,11
2014020981,4,away,LOSS,REG,Craig Berube,2,6,30,10,3,0,54.1,2,5
2014020981,1,home,WIN,REG,Adam Oates,3,5,24,8,4,1,45.9,5,9
2014020854,17,away,TIE,SO,Mike Babcock,2,7,21,8,1,0,46.4,5,11
2014020854,16,home,TIE,SO,Joel Quenneville,2,8,17,2,4,0,53.6,11,11
2014020340,23,away,WIN,REG,Willie Desjardins,3,7,21,6,2,0,47,4,2
2014020340,29,home,LOSS,REG,Todd Richards,0,7,35,4,3,0,53,8,10
2014020807,23,away,WIN,OT,Willie Desjardins,3,9,22,8,1,0,42.9,5,2
2014020807,16,home,LOSS,OT,Joel Quenneville,2,10,15,2,4,2,57.1,8,10
2014020877,13,away,LOSS,REG,Gerard Gallant,1,5,30,13,2,0,54,7,8
2014020877,9,home,WIN,REG,Dave Cameron,2,9,37,9,4,0,46,7,15
2014020890,29,away,TIE,SO,Todd Richards,3,7,19,8,3,0,46.3,3,4
2014020890,3,home,TIE,SO,Alain Vigneault,3,9,27,6,4,0,53.7,13,9
2014020421,16,away,WIN,REG,Joel Quenneville,3,5,18,11,4,0,40.9,11,14
2014020421,6,home,LOSS,REG,Claude Julien,2,8,29,15,2,0,59.1,4,10
2014020246,2,away,TIE,SO,Jack Capuano,3,8,32,12,3,0,40,2,3
2014020246,13,home,TIE,SO,Gerard Gallant,3,9,26,6,6,1,60,6,4
2014020012,9,away,LOSS,REG,Paul MacLean,2,5,23,8,5,1,43.8,4,6
2014020012,18,home,WIN,REG,Peter Laviolette,3,9,23,10,3,1,56.2,8,11
2014020050,28,away,TIE,SO,Todd McLellan,3,5,20,4,1,1,52.1,6,4
2014020050,2,home,TIE,SO,Jack Capuano,3,11,32,2,2,1,47.9,9,9
2014021191,2,away,LOSS,REG,Jack Capuano,2,10,24,11,5,1,51.5,2,1
2014021191,4,home,WIN,REG,Craig Berube,3,6,21,15,3,1,48.5,9,1
2014020630,14,away,WIN,REG,Jon Cooper,3,4,24,14,5,0,45.5,11,9
2014020630,6,home,LOSS,REG,Claude Julien,2,8,18,28,3,0,54.5,12,14
2014020132,19,away,LOSS,OT,Ken Hitchcock,2,6,19,8,5,1,47.6,11,8
2014020132,25,home,WIN,OT,Lindy Ruff,3,7,22,10,4,1,52.4,15,7
2014020152,2,away,LOSS,REG,Jack Capuano,1,5,34,12,3,0,47.7,13,2
2014020152,28,home,WIN,REG,Todd McLellan,3,7,25,6,1,1,52.3,17,7
2014021169,23,away,LOSS,REG,Willie Desjardins,2,7,27,10,3,1,36.1,11,5
2014021169,52,home,WIN,REG,Paul Maurice,3,9,25,8,4,0,63.9,20,9
2014021138,26,away,LOSS,REG,Darryl Sutter,1,8,41,4,1,0,56.9,0,1
2014021138,16,home,WIN,REG,Joel Quenneville,2,10,23,2,2,1,43.1,4,8
2014021052,26,away,LOSS,OT,Darryl Sutter,2,7,29,8,3,1,37.9,6,0
2014021052,24,home,WIN,OT,Bruce Boudreau,3,6,35,8,3,0,62.1,10,3
2014021137,23,away,WIN,REG,Willie Desjardins,2,5,18,4,1,0,47.4,5,4
2014021137,19,home,LOSS,REG,Ken Hitchcock,1,6,23,2,2,0,52.6,7,6
2014020934,14,away,WIN,REG,Jon Cooper,3,5,30,14,2,0,48.3,6,5
2014020934,13,home,LOSS,REG,Gerard Gallant,2,6,31,10,5,1,51.7,5,5
2014020809,10,away,LOSS,REG,Peter Horachek,2,8,39,6,2,0,47.5,11,7
2014020809,2,home,WIN,REG,Jack Capuano,3,10,47,6,2,0,52.5,14,14
2014020460,7,away,LOSS,REG,Ted Nolan,1,7,23,15,4,1,47.4,16,6
2014020460,52,home,WIN,REG,Paul Maurice,3,9,31,15,4,1,52.6,11,9
2014020625,30,away,LOSS,REG,Mike Yeo,1,9,17,4,2,0,38.9,1,6
2014020625,16,home,WIN,REG,Joel Quenneville,2,8,8,4,2,0,61.1,7,7
2014021027,1,away,WIN,REG,Adam Oates,2,7,40,9,3,1,50,0,4
2014021027,53,home,LOSS,REG,Dave Tippett,1,7,39,13,1,0,50,3,4
2014020731,13,away,LOSS,REG,Gerard Gallant,1,6,26,8,2,0,40,5,6
2014020731,1,home,WIN,REG,Adam Oates,3,3,23,6,3,1,60,6,4
2014020123,8,away,LOSS,REG,Michel Therrien,0,7,15,12,4,0,43.9,9,7
2014020123,22,home,WIN,REG,Dallas Eakins,3,4,16,8,6,0,56.1,19,8
2014020506,15,away,TIE,REG,Barry Trotz,2,8,28,14,5,1,42.4,7,6
2014020506,3,home,TIE,REG,Alain Vigneault,2,6,23,10,7,2,57.6,8,16
2014020424,29,away,WIN,OT,Todd Richards,3,5,30,14,3,1,41.9,7,6
2014020424,15,home,LOSS,OT,Barry Trotz,2,10,16,8,6,1,58.1,10,6
2014021016,24,away,WIN,REG,Bruce Boudreau,2,6,22,17,3,0,40.4,4,4
2014021016,30,home,LOSS,REG,Mike Yeo,1,8,14,13,5,1,59.6,7,8
2014020710,16,away,WIN,REG,Joel Quenneville,3,7,17,4,4,1,51.6,4,0
2014020710,26,home,LOSS,REG,Darryl Sutter,2,6,39,8,2,1,48.4,9,3
2014020792,22,away,WIN,REG,Todd Nelson,2,6,34,4,3,1,61.2,4,5
2014020792,1,home,LOSS,REG,Adam Oates,1,3,20,8,1,0,38.8,8,3
2014020984,17,away,TIE,REG,Mike Babcock,3,9,22,10,5,1,47.7,10,0
2014020984,6,home,TIE,REG,Claude Julien,3,7,19,10,5,2,52.3,6,3
2014020604,9,away,LOSS,REG,Dave Cameron,2,9,16,4,4,0,50,1,10
2014020604,21,home,WIN,REG,Patrick Roy,3,5,21,8,2,1,50,5,7
2014020839,12,away,WIN,REG,Bill Peters,4,9,21,6,5,3,55.2,4,5
2014020839,9,home,LOSS,REG,Dave Cameron,3,8,24,10,3,0,44.8,4,10
2014021020,16,away,WIN,REG,Joel Quenneville,4,7,9,8,4,2,45.9,10,9
2014021020,28,home,LOSS,REG,Todd McLellan,2,8,30,8,4,1,54.1,19,5
2014021188,26,away,TIE,SO,Darryl Sutter,1,9,17,6,2,0,54.5,6,3
2014021188,23,home,TIE,SO,Willie Desjardins,1,9,18,4,3,0,45.5,7,7
2014020667,10,away,LOSS,REG,Peter Horachek,0,6,21,6,2,0,37.9,3,7
2014020667,19,home,WIN,REG,Ken Hitchcock,3,8,19,4,3,0,62.1,11,8
2014020813,19,away,WIN,REG,Ken Hitchcock,4,11,17,6,3,1,47.8,7,7
2014020813,14,home,LOSS,REG,Jon Cooper,3,7,25,6,3,1,52.2,16,1
2014021104,1,away,LOSS,OT,Adam Oates,2,7,29,8,1,0,45.6,7,4
2014021104,15,home,WIN,OT,Barry Trotz,3,6,32,8,1,0,54.4,16,8
2014020707,24,away,WIN,REG,Bruce Boudreau,2,6,18,6,3,1,50.8,8,6
2014020707,23,home,LOSS,REG,Willie Desjardins,0,4,12,6,3,0,49.2,10,5
2014021015,22,away,TIE,SO,Todd Nelson,2,8,22,13,5,3,43.8,6,4
2014021015,29,home,TIE,SO,Todd Richards,2,7,31,15,4,1,56.2,10,7
2014020765,17,away,WIN,REG,Mike Babcock,3,7,16,11,2,1,45.8,1,11
2014020765,21,home,LOSS,REG,Patrick Roy,0,7,29,9,3,0,54.2,8,8
2014020982,21,away,WIN,REG,Patrick Roy,3,5,8,9,3,1,51.7,8,3
2014020982,30,home,LOSS,REG,Mike Yeo,2,8,11,11,2,0,48.3,6,4
2014021128,15,away,WIN,REG,Barry Trotz,3,7,25,10,4,1,44.7,4,5
2014021128,3,home,LOSS,REG,Alain Vigneault,2,6,18,8,5,0,55.3,8,19
2014020519,6,away,LOSS,REG,Claude Julien,2,7,30,11,3,0,43.8,11,7
2014020519,29,home,WIN,REG,Todd Richards,4,7,37,13,2,1,56.2,10,7
2014020918,20,away,LOSS,REG,Bob Hartley,1,6,25,8,2,0,48,17,12
2014020918,2,home,WIN,REG,Jack Capuano,2,9,32,6,3,1,52,16,11
2014020947,9,away,TIE,SO,Dave Cameron,2,8,14,6,4,0,47.5,5,6
2014020947,30,home,TIE,SO,Mike Yeo,2,9,16,8,3,0,52.5,3,10
2014020841,22,away,TIE,SO,Todd Nelson,2,5,26,11,4,2,42,17,5
2014020841,52,home,TIE,SO,Paul Maurice,2,11,29,13,3,1,58,8,7
2014020753,21,away,TIE,SO,Patrick Roy,2,6,26,11,2,0,41.5,10,2
2014020753,25,home,TIE,SO,Lindy Ruff,2,8,18,9,3,1,58.5,10,11
2014020218,1,away,TIE,REG,Peter DeBoer,2,7,20,6,0,0,45.1,5,5
2014020218,6,home,TIE,REG,Claude Julien,2,5,27,4,1,1,54.9,8,12
2014020177,16,away,WIN,REG,Joel Quenneville,3,8,13,12,4,1,50,7,4
2014020177,8,home,LOSS,REG,Michel Therrien,0,7,25,12,4,0,50,16,4
2014020272,5,away,WIN,REG,Mike Johnston,2,5,19,6,1,1,38.5,12,6
2014020272,8,home,LOSS,REG,Michel Therrien,0,6,19,2,3,0,61.5,10,8
2014020620,12,away,TIE,SO,Bill Peters,2,7,12,9,3,0,33.3,2,4
2014020620,19,home,TIE,SO,Ken Hitchcock,2,8,20,11,1,0,66.7,7,8
2014020058,20,away,LOSS,REG,Bob Hartley,2,7,24,15,4,0,36.8,4,4
2014020058,29,home,WIN,REG,Todd Richards,3,6,16,13,5,1,63.2,7,7
2014020633,30,away,LOSS,REG,Mike Yeo,2,8,20,4,1,0,48.4,0,2
2014020633,5,home,WIN,REG,Mike Johnston,5,9,20,2,2,1,51.6,3,0
2014020689,53,away,LOSS,REG,Dave Tippett,1,9,24,10,2,0,43.6,1,2
2014020689,16,home,WIN,REG,Joel Quenneville,4,12,15,4,5,1,56.4,5,2
2014020983,20,away,TIE,SO,Bob Hartley,2,11,19,9,2,1,50,8,8
2014020983,9,home,TIE,SO,Dave Cameron,2,10,33,9,2,0,50,9,15
2014020651,52,away,WIN,REG,Paul Maurice,2,5,34,16,2,0,30.9,9,11
2014020651,25,home,LOSS,REG,Lindy Ruff,1,11,23,6,7,0,69.1,14,10
2014020017,2,away,TIE,REG,Jack Capuano,3,6,32,10,3,2,44.1,2,5
2014020017,12,home,TIE,REG,Bill Peters,3,6,25,6,5,2,55.9,4,5
2014020069,13,away,TIE,SO,Gerard Gallant,1,5,30,4,5,1,34.9,10,6
2014020069,15,home,TIE,SO,Barry Trotz,1,7,31,10,2,0,65.1,12,4
2014020787,2,away,WIN,REG,Jack Capuano,3,7,24,8,2,1,56.2,2,1
2014020787,7,home,LOSS,REG,Ted Nolan,2,2,27,6,3,0,43.8,6,2
2014020200,15,away,WIN,REG,Barry Trotz,3,6,38,6,1,0,41.7,5,7
2014020200,16,home,LOSS,REG,Joel Quenneville,2,10,20,2,3,1,58.3,9,6
2014020631,17,away,WIN,REG,Mike Babcock,3,7,12,6,4,1,55.2,3,1
2014020631,7,home,LOSS,REG,Ted Nolan,1,6,20,10,2,0,44.8,4,5
2014020128,9,away,WIN,REG,Paul MacLean,3,8,24,38,4,2,46.2,1,3
2014020128,29,home,LOSS,REG,Todd Richards,2,9,44,31,6,1,53.8,8,9
2014020468,21,away,LOSS,OT,Patrick Roy,0,7,28,9,2,0,52.5,3,1
2014020468,5,home,WIN,OT,Mike Johnston,1,12,30,9,2,0,47.5,4,5
2014020738,53,away,WIN,REG,Dave Tippett,3,8,28,4,2,2,47.5,8,6
2014020738,8,home,LOSS,REG,Michel Therrien,2,5,23,4,2,0,52.5,10,2
2014020664,18,away,LOSS,REG,Peter Laviolette,2,9,31,4,3,1,50,9,4
2014020664,17,home,WIN,REG,Mike Babcock,3,6,24,6,2,2,50,6,4
2014021136,14,away,TIE,REG,Jon Cooper,3,11,34,8,5,1,50,13,3
2014021136,8,home,TIE,REG,Michel Therrien,3,7,30,12,3,1,50,15,1
2014020520,52,away,LOSS,OT,Paul Maurice,2,5,19,15,3,0,49.2,4,3
2014020520,30,home,WIN,OT,Mike Yeo,3,6,13,11,5,1,50.8,6,6
2014020119,9,away,LOSS,REG,Paul MacLean,1,8,35,16,3,0,41.8,10,5
2014020119,16,home,WIN,REG,Joel Quenneville,2,11,20,10,6,1,58.2,5,4
2014020660,29,away,WIN,REG,Todd Richards,3,7,33,4,3,1,43.9,6,5
2014020660,6,home,LOSS,REG,Claude Julien,1,8,24,6,2,0,56.1,10,5
2014021114,25,away,LOSS,REG,Lindy Ruff,0,7,21,4,3,0,69.4,10,6
2014021114,22,home,WIN,REG,Todd Nelson,2,7,26,8,1,0,30.6,16,16
2014020818,4,away,WIN,OT,Craig Berube,3,6,24,2,3,1,61.7,4,4
2014020818,29,home,LOSS,OT,Todd Richards,2,8,33,6,1,0,38.3,1,5
2014020245,16,away,LOSS,REG,Joel Quenneville,1,6,9,6,4,1,47.8,8,2
2014020245,17,home,WIN,REG,Mike Babcock,2,9,15,8,3,0,52.2,9,3
2014020102,14,away,TIE,REG,Jon Cooper,2,6,14,15,4,1,48.1,14,8
2014020102,52,home,TIE,REG,Paul Maurice,2,10,29,13,5,1,51.9,7,6
2014021156,6,away,WIN,REG,Claude Julien,3,6,22,10,4,1,49.2,3,0
2014021156,17,home,LOSS,REG,Mike Babcock,2,9,21,8,5,1,50.8,5,4
2014020705,7,away,LOSS,REG,Ted Nolan,1,4,16,8,2,1,44.1,13,8
2014020705,20,home,WIN,REG,Bob Hartley,2,7,25,4,4,1,55.9,11,16
2014020110,25,away,LOSS,REG,Lindy Ruff,3,7,21,4,5,1,43.8,9,5
2014020110,2,home,WIN,REG,Jack Capuano,5,7,39,10,2,0,56.2,13,17
2014020055,19,away,TIE,SO,Ken Hitchcock,0,10,23,10,4,0,55.4,9,2
2014020055,26,home,TIE,SO,Darryl Sutter,0,4,34,10,4,0,44.6,23,3
2014020632,2,away,WIN,REG,Jack Capuano,3,11,28,4,1,0,54.2,10,5
2014020632,3,home,LOSS,REG,Alain Vigneault,0,6,25,6,1,0,45.8,12,12
2014020305,1,away,TIE,SO,Peter DeBoer,2,7,12,14,2,1,44.1,19,13
2014020305,20,home,TIE,SO,Bob Hartley,2,9,27,6,6,1,55.9,25,21
2014020714,53,away,WIN,REG,Dave Tippett,3,11,30,6,4,1,60.7,11,9
2014020714,10,home,LOSS,REG,Peter Horachek,1,6,31,8,3,0,39.3,5,7
2014020140,26,away,LOSS,REG,Darryl Sutter,0,9,32,16,4,0,51.6,2,0
2014020140,5,home,WIN,REG,Mike Johnston,3,5,33,12,6,2,48.4,3,4
2014020413,23,away,LOSS,REG,Willie Desjardins,1,4,21,10,2,0,45.1,14,3
2014020413,8,home,WIN,REG,Michel Therrien,3,6,17,4,5,0,54.9,8,7
2014020542,19,away,LOSS,REG,Ken Hitchcock,2,7,20,8,4,0,51.4,11,4
2014020542,18,home,WIN,REG,Peter Laviolette,3,11,18,8,4,0,48.6,12,4
2014021117,24,away,WIN,REG,Bruce Boudreau,3,6,28,8,0,0,68.2,11,6
2014021117,2,home,LOSS,REG,Jack Capuano,2,7,38,0,4,0,31.8,8,16
2014020311,16,away,LOSS,REG,Joel Quenneville,1,6,10,4,4,1,42.9,3,4
2014020311,23,home,WIN,REG,Willie Desjardins,2,7,12,8,2,0,57.1,11,8
2014020692,16,away,TIE,SO,Joel Quenneville,2,6,27,4,2,1,57.4,4,5
2014020692,5,home,TIE,SO,Mike Johnston,2,8,50,4,2,0,42.6,3,8
2014020758,28,away,LOSS,REG,Todd McLellan,1,7,9,8,3,0,52,13,10
2014020758,20,home,WIN,REG,Bob Hartley,3,5,22,10,2,1,48,12,17
2014020332,22,away,LOSS,OT,Dallas Eakins,0,9,12,22,4,0,54.1,2,7
2014020332,18,home,WIN,OT,Peter Laviolette,1,6,17,10,5,0,45.9,14,6
2014020365,23,away,LOSS,REG,Willie Desjardins,2,8,17,4,4,3,47.5,8,5
2014020365,15,home,WIN,REG,Barry Trotz,3,6,30,10,1,0,52.5,9,10
2014020367,25,away,TIE,REG,Lindy Ruff,3,9,25,14,5,0,55.9,13,4
2014020367,10,home,TIE,REG,Randy Carlyle,3,10,32,10,7,1,44.1,16,15
2014021093,24,away,TIE,REG,Bruce Boudreau,3,10,20,18,5,1,47.9,1,2
